"forecastdate","lst","height","z","win_s","win_d","rh","tc","td"
"2018-01-26 20:00:00","2018-01-29 09:00:00",850,1522.75,8.87,117.32,22.04,-5.66,-24.05
"2018-01-26 20:00:00","2018-01-29 10:00:00",850,1519.27,9.08,117.5,17.48,-5.69,-27.15
"2018-01-26 20:00:00","2018-01-29 11:00:00",850,1519.16,9.28,113.22,12.46,-5.99,-30.49
"2018-01-26 20:00:00","2018-01-29 12:00:00",850,1519.28,9.13,105.77,8.87,-6.05,-34.89
"2018-01-26 20:00:00","2018-01-29 13:00:00",850,1517.69,8.8,98.31,10.41,-6.25,-35.62
"2018-01-26 20:00:00","2018-01-29 14:00:00",850,1516.56,8.58,94.98,12.12,-6.06,-35.13
"2018-01-26 20:00:00","2018-01-29 15:00:00",850,1517.3,8.16,94.76,16.34,-5.98,-32.67
"2018-01-26 20:00:00","2018-01-29 16:00:00",850,1521.48,8.19,95.06,18.93,-5.62,-32.3
"2018-01-26 20:00:00","2018-01-29 17:00:00",850,1522.09,7.98,96.32,16.5,-5.15,-32.36
"2018-01-26 20:00:00","2018-01-29 18:00:00",850,1523.18,7.87,96.94,13.77,-4.56,-33.72
"2018-01-26 20:00:00","2018-01-29 19:00:00",850,1526.01,7.52,93.6,10.22,-4.16,-40.61
"2018-01-26 20:00:00","2018-01-29 20:00:00",850,1527.89,6.92,91.25,8.7,-3.97,-44.31
"2018-01-26 20:00:00","2018-01-29 21:00:00",850,1529.04,5.96,90.21,9.95,-3.91,-38.98
"2018-01-26 20:00:00","2018-01-29 22:00:00",850,1524.5,5.31,91.95,10.36,-3.94,-37.89
"2018-01-26 20:00:00","2018-01-29 23:00:00",850,1523.78,4.73,89.85,10.51,-4.14,-37.97
"2018-01-26 20:00:00","2018-01-30 00:00:00",850,1524.38,4.01,90.47,11.68,-4.31,-34.57
"2018-01-26 20:00:00","2018-01-30 01:00:00",850,1522.05,3.3,94.99,12.14,-4.33,-33.24
"2018-01-26 20:00:00","2018-01-30 02:00:00",850,1520.29,2.83,106.04,10.78,-4.07,-34.13
"2018-01-26 20:00:00","2018-01-30 03:00:00",850,1520,2.8,112.61,9.97,-3.93,-34.54
"2018-01-26 20:00:00","2018-01-30 04:00:00",850,1521,2.4,118.12,9.64,-3.71,-34.32
"2018-01-26 20:00:00","2018-01-30 05:00:00",850,1521.08,1.97,126.77,9.96,-3.71,-33.63
"2018-01-26 20:00:00","2018-01-30 06:00:00",850,1521.13,1.59,133.28,10.63,-3.83,-32.82
"2018-01-26 20:00:00","2018-01-30 07:00:00",850,1522.25,1.32,140.47,11.52,-4.07,-31.93
"2018-01-26 20:00:00","2018-01-30 08:00:00",850,1522.21,1.08,153.45,12.83,-4.28,-31.02
"2018-01-26 20:00:00","2018-01-30 09:00:00",850,1521.71,1.1,183.42,13.93,-4.51,-30.51
"2018-01-26 20:00:00","2018-01-30 10:00:00",850,1518.77,1.21,190.34,15.14,-4.69,-30.08
"2018-01-26 20:00:00","2018-01-30 11:00:00",850,1518.03,1.13,190.67,17.73,-5.23,-27.95
"2018-01-26 20:00:00","2018-01-30 12:00:00",850,1516.74,1.1,200.48,18.54,-5.37,-27.3
"2018-01-26 20:00:00","2018-01-30 13:00:00",850,1513.14,0.85,220.72,19.01,-5.6,-27.3
"2018-01-26 20:00:00","2018-01-30 14:00:00",850,1509.96,1.1,207.3,17.41,-5.43,-28.68
"2018-01-26 20:00:00","2018-01-30 15:00:00",850,1508.22,1.7,205.8,16.96,-5.2,-29.41
"2018-01-26 20:00:00","2018-01-30 16:00:00",850,1513.11,2.04,202.63,17.2,-5.01,-29.31
"2018-01-26 20:00:00","2018-01-30 17:00:00",850,1514.37,2.23,203.49,20.69,-5.19,-26.97
"2018-01-26 20:00:00","2018-01-30 18:00:00",850,1515.93,2.32,200.21,24.44,-5.38,-25.06
"2018-01-26 20:00:00","2018-01-30 19:00:00",850,1521.12,2.61,201.11,24.27,-5.48,-25.19
"2018-01-26 20:00:00","2018-01-30 20:00:00",850,1523.92,3.03,199.94,21.86,-5.35,-26.72
"2018-01-26 20:00:00","2018-01-26 20:00:00",700,3056.9,10.34,184.59,59.46,-5,-11.7
"2018-01-26 20:00:00","2018-01-26 21:00:00",700,3056.8,10.51,185.6,70.16,-5.38,-10.05
"2018-01-26 20:00:00","2018-01-26 22:00:00",700,3056.69,11.15,184.44,80.55,-5.32,-8.31
"2018-01-26 20:00:00","2018-01-26 23:00:00",700,3060.67,12.2,185.17,88.63,-4.98,-6.64
"2018-01-26 20:00:00","2018-01-27 00:00:00",700,3056.84,12.1,187.21,94.74,-5.13,-5.89
"2018-01-26 20:00:00","2018-01-27 01:00:00",700,3058.98,13.39,188.82,95.66,-4.9,-5.53
"2018-01-26 20:00:00","2018-01-27 02:00:00",700,3058.43,15.54,186.9,96.41,-4.84,-5.37
"2018-01-26 20:00:00","2018-01-27 03:00:00",700,3056.75,16.67,182.52,95.84,-4.96,-5.57
"2018-01-26 20:00:00","2018-01-27 04:00:00",700,3056.68,17.11,183.45,95.39,-4.98,-5.65
"2018-01-26 20:00:00","2018-01-27 05:00:00",700,3058.29,17.19,182.4,95.78,-5.14,-5.76
"2018-01-26 20:00:00","2018-01-27 06:00:00",700,3057.69,16.72,181.79,95.95,-4.97,-5.56
"2018-01-26 20:00:00","2018-01-27 07:00:00",700,3059.18,15.85,180.85,96.15,-4.79,-5.36
"2018-01-26 20:00:00","2018-01-27 08:00:00",700,3060.91,15.33,180.66,95.88,-4.64,-5.24
"2018-01-26 20:00:00","2018-01-27 09:00:00",700,3060.26,13.69,184.09,96.1,-4.57,-5.14
"2018-01-26 20:00:00","2018-01-27 10:00:00",700,3056.63,13.72,187.58,96.33,-4.55,-5.09
"2018-01-26 20:00:00","2018-01-27 11:00:00",700,3055.35,14.81,189.91,95.64,-4.38,-5.02
"2018-01-26 20:00:00","2018-01-27 12:00:00",700,3053.82,15.93,192.06,96.22,-4.3,-4.86
"2018-01-26 20:00:00","2018-01-27 13:00:00",700,3049.52,17.05,193.29,96.78,-4.36,-4.84
"2018-01-26 20:00:00","2018-01-27 14:00:00",700,3047.48,18.6,192.19,96.88,-4.27,-4.74
"2018-01-26 20:00:00","2018-01-27 15:00:00",700,3046.48,19.46,192.11,97.25,-4.15,-4.57
"2018-01-26 20:00:00","2018-01-27 16:00:00",700,3046.52,19.63,192.19,96.44,-3.86,-4.4
"2018-01-26 20:00:00","2018-01-27 17:00:00",700,3046.05,19.64,193.2,96.97,-3.81,-4.27
"2018-01-26 20:00:00","2018-01-27 18:00:00",700,3047.56,20.57,194.13,96.94,-3.65,-4.12
"2018-01-26 20:00:00","2018-01-27 19:00:00",700,3048.34,20.36,194.99,97.45,-3.61,-4
"2018-01-26 20:00:00","2018-01-27 20:00:00",700,3049.05,20.78,196.1,97.26,-3.57,-4
"2018-01-26 20:00:00","2018-01-27 21:00:00",700,3048.63,21.65,197.13,97.61,-3.66,-4.04
"2018-01-26 20:00:00","2018-01-27 22:00:00",700,3046.31,22.06,199.33,98.66,-3.96,-4.19
"2018-01-26 20:00:00","2018-01-27 23:00:00",700,3045.69,21.79,197.45,97.07,-4.14,-4.59
"2018-01-26 20:00:00","2018-01-28 00:00:00",700,3045.55,22.15,195.91,96.93,-4.35,-4.82
"2018-01-26 20:00:00","2018-01-28 01:00:00",700,3044.71,21.89,193.77,96.52,-4.49,-5
"2018-01-26 20:00:00","2018-01-28 02:00:00",700,3044.34,21.03,191.15,96.72,-4.64,-5.13
"2018-01-26 20:00:00","2018-01-28 03:00:00",700,3043.64,20.29,187.97,96.46,-4.64,-5.16
"2018-01-26 20:00:00","2018-01-28 04:00:00",700,3043.84,19.88,185.62,97.28,-4.72,-5.14
"2018-01-26 20:00:00","2018-01-28 05:00:00",700,3043.21,19.12,183.05,96.21,-4.71,-5.27
"2018-01-26 20:00:00","2018-01-28 06:00:00",700,3043.13,19.2,183.99,92.32,-4.58,-5.68
"2018-01-26 20:00:00","2018-01-28 07:00:00",700,3043.01,18.88,184.43,89.37,-4.48,-6.03
"2018-01-26 20:00:00","2018-01-28 08:00:00",700,3042.82,18.57,184.65,87.32,-4.54,-6.43
"2018-01-26 20:00:00","2018-01-28 09:00:00",700,3042.23,17.81,185.37,87.61,-4.69,-6.57
"2018-01-26 20:00:00","2018-01-28 10:00:00",700,3041.3,17.27,185.88,88.8,-4.8,-6.48
"2018-01-26 20:00:00","2018-01-28 11:00:00",700,3039.71,17.08,186.23,89.42,-4.95,-6.51
"2018-01-26 20:00:00","2018-01-28 12:00:00",700,3038.1,17.48,185.32,92.91,-4.89,-5.91
"2018-01-26 20:00:00","2018-01-28 13:00:00",700,3036.79,17.15,186.04,92.17,-5.04,-6.16
"2018-01-26 20:00:00","2018-01-28 14:00:00",700,3035.71,17.19,187.04,93,-4.98,-5.97
"2018-01-26 20:00:00","2018-01-28 15:00:00",700,3034.82,16.91,188.38,94.95,-5.22,-5.95
"2018-01-26 20:00:00","2018-01-28 16:00:00",700,3039.23,16.16,186.68,95.81,-5.45,-6.05
"2018-01-26 20:00:00","2018-01-28 17:00:00",700,3041.53,15.33,184.87,95.19,-5.77,-6.46
"2018-01-26 20:00:00","2018-01-28 18:00:00",700,3042.81,14.67,182.99,94.69,-6.17,-6.92
"2018-01-26 20:00:00","2018-01-28 19:00:00",700,3046.37,14.2,181.42,94.5,-6.62,-7.39
"2018-01-26 20:00:00","2018-01-28 20:00:00",700,3048.29,14.18,180.53,93.75,-6.81,-7.68
"2018-01-26 20:00:00","2018-01-28 21:00:00",700,3049.97,14.65,179.4,94.16,-7.06,-7.88
"2018-01-26 20:00:00","2018-01-28 22:00:00",700,3045.86,14.54,177.62,94.06,-7.43,-8.26
"2018-01-26 20:00:00","2018-01-28 23:00:00",700,3045,14.99,175.34,92.73,-7.5,-8.51
"2018-01-26 20:00:00","2018-01-29 00:00:00",700,3045.47,15.9,173.58,90.06,-7.47,-8.85
"2018-01-26 20:00:00","2018-01-29 01:00:00",700,3044.99,15.51,172,89.05,-7.69,-9.21
"2018-01-26 20:00:00","2018-01-29 02:00:00",700,3043.6,16.01,172.27,85.76,-7.62,-9.63
"2018-01-26 20:00:00","2018-01-29 03:00:00",700,3044.5,15.8,170.65,78.81,-7.54,-10.61
"2018-01-26 20:00:00","2018-01-29 04:00:00",700,3045.09,15.09,169.08,72.35,-7.75,-11.89
"2018-01-26 20:00:00","2018-01-29 05:00:00",700,3046.26,13.99,164.56,66.76,-8.07,-13.18
"2018-01-26 20:00:00","2018-01-29 06:00:00",700,3048.76,12.58,159.15,56.34,-7.99,-15.18
"2018-01-26 20:00:00","2018-01-29 07:00:00",700,3050.08,11.9,155.21,49.12,-7.91,-16.76
"2018-01-26 20:00:00","2018-01-29 08:00:00",700,3052.08,11.83,154.15,46.93,-7.7,-17.13
"2018-01-26 20:00:00","2018-01-29 09:00:00",700,3053.66,11.41,152.14,49.52,-7.6,-16.39
"2018-01-26 20:00:00","2018-01-29 10:00:00",700,3050.88,11.07,151.75,45.55,-7.44,-17.22
"2018-01-26 20:00:00","2018-01-29 11:00:00",700,3049.43,10.47,151.09,46.01,-7.62,-17.25
"2018-01-26 20:00:00","2018-01-29 12:00:00",700,3048.77,9.8,150.4,40.48,-7.64,-18.8
"2018-01-26 20:00:00","2018-01-29 13:00:00",700,3046.52,9.12,151.53,35.11,-7.73,-20.7
"2018-01-26 20:00:00","2018-01-29 14:00:00",700,3045.81,8.82,153.76,30.94,-7.75,-22.57
"2018-01-26 20:00:00","2018-01-29 15:00:00",700,3047.53,8.48,155.52,29.35,-7.69,-23.35
"2018-01-26 20:00:00","2018-01-29 16:00:00",700,3052.83,8.16,159.25,28.2,-7.71,-24.01
"2018-01-26 20:00:00","2018-01-29 17:00:00",700,3054.59,8.34,162,27.72,-7.64,-24.19
"2018-01-26 20:00:00","2018-01-29 18:00:00",700,3056.63,8.38,163.6,26.91,-7.64,-24.51
"2018-01-26 20:00:00","2018-01-29 19:00:00",700,3060.21,8.45,165.82,27.11,-7.66,-24.38
"2018-01-26 20:00:00","2018-01-29 20:00:00",700,3062.25,8.33,167.25,27.77,-7.76,-24.22
"2018-01-26 20:00:00","2018-01-29 21:00:00",700,3063.06,8.29,167.1,28.39,-7.84,-24.05
"2018-01-26 20:00:00","2018-01-29 22:00:00",700,3057.8,8.11,166.48,28.8,-7.93,-23.93
"2018-01-26 20:00:00","2018-01-29 23:00:00",700,3056.57,7.94,166.16,28.97,-8,-23.9
"2018-01-26 20:00:00","2018-01-30 00:00:00",700,3056.56,7.5,166.98,29.38,-8.12,-23.88
"2018-01-26 20:00:00","2018-01-30 01:00:00",700,3054.05,7.04,170.12,30.22,-8.2,-23.61
"2018-01-26 20:00:00","2018-01-30 02:00:00",700,3052.79,6.82,174.97,31.19,-8.21,-23.2
"2018-01-26 20:00:00","2018-01-30 03:00:00",700,3052.72,6.52,180.68,31.75,-8.21,-22.93
"2018-01-26 20:00:00","2018-01-30 04:00:00",700,3054.31,6.49,187.13,31.04,-8.22,-23.13
"2018-01-26 20:00:00","2018-01-30 05:00:00",700,3054.55,6.54,191.3,31.75,-8.25,-22.9
"2018-01-26 20:00:00","2018-01-30 06:00:00",700,3054.3,6.77,193.66,33.11,-8.24,-22.48
"2018-01-26 20:00:00","2018-01-30 07:00:00",700,3054.77,7.2,197.92,34.32,-8.22,-22.05
"2018-01-26 20:00:00","2018-01-30 08:00:00",700,3054.2,7.75,202.78,35.46,-8.17,-21.63
"2018-01-26 20:00:00","2018-01-30 09:00:00",700,3052.59,8.54,203.52,36.23,-8.04,-21.21
"2018-01-26 20:00:00","2018-01-30 10:00:00",700,3048.45,9.26,201.8,36.49,-8.03,-21
"2018-01-26 20:00:00","2018-01-30 11:00:00",700,3045.75,9.78,203.85,36.15,-8.06,-21
"2018-01-26 20:00:00","2018-01-30 12:00:00",700,3043.59,10.1,205.32,36.27,-8.04,-20.7
"2018-01-26 20:00:00","2018-01-30 13:00:00",700,3038.66,10.89,203.18,35.62,-8.01,-20.77
"2018-01-26 20:00:00","2018-01-30 14:00:00",700,3035.56,11.38,200.65,37.32,-7.95,-20.07
"2018-01-26 20:00:00","2018-01-30 15:00:00",700,3034.45,12.03,199.02,39.77,-7.82,-19.18
"2018-01-26 20:00:00","2018-01-30 16:00:00",700,3039.87,12.73,198.29,45.66,-7.76,-17.48
"2018-01-26 20:00:00","2018-01-30 17:00:00",700,3040.57,13.48,196.09,49.27,-7.85,-16.69
"2018-01-26 20:00:00","2018-01-30 18:00:00",700,3041.77,14.08,193.75,51.93,-7.87,-16.12
"2018-01-26 20:00:00","2018-01-30 19:00:00",700,3046.52,14.61,190.63,54.2,-8.01,-15.72
"2018-01-26 20:00:00","2018-01-30 20:00:00",700,3049.43,14.88,188.17,55.97,-8.13,-15.43
"2018-01-26 20:00:00","2018-01-26 20:00:00",500,5656.79,30.08,185.23,69.98,-17.05,-22.32
"2018-01-26 20:00:00","2018-01-26 21:00:00",500,5655.11,29.19,185.59,69.83,-17.45,-22.87
"2018-01-26 20:00:00","2018-01-26 22:00:00",500,5653.31,31.72,186.49,66.3,-17.56,-23.87
"2018-01-26 20:00:00","2018-01-26 23:00:00",500,5656.09,34.4,182.26,55.78,-17.37,-25.11
"2018-01-26 20:00:00","2018-01-27 00:00:00",500,5650.38,35.29,180.48,60.47,-17.54,-24.48
"2018-01-26 20:00:00","2018-01-27 01:00:00",500,5653.35,37.45,179.2,53.79,-17.28,-25.81
"2018-01-26 20:00:00","2018-01-27 02:00:00",500,5651.85,38.44,181.29,52.91,-17.07,-25.69
"2018-01-26 20:00:00","2018-01-27 03:00:00",500,5650.06,38.32,181.68,52.61,-16.83,-25.47
"2018-01-26 20:00:00","2018-01-27 04:00:00",500,5651.25,38.12,180.34,54.26,-16.76,-24.56
"2018-01-26 20:00:00","2018-01-27 05:00:00",500,5652.32,37.4,179.66,60.25,-16.78,-23.27
"2018-01-26 20:00:00","2018-01-27 06:00:00",500,5651.21,36.67,179.23,65.69,-16.82,-22.17
"2018-01-26 20:00:00","2018-01-27 07:00:00",500,5653.54,36.44,178.28,65.94,-16.74,-21.96
"2018-01-26 20:00:00","2018-01-27 08:00:00",500,5657.12,36.81,177.04,61.71,-16.61,-22.59
"2018-01-26 20:00:00","2018-01-27 09:00:00",500,5656.46,36.51,179.9,66.44,-16.91,-22.25
"2018-01-26 20:00:00","2018-01-27 10:00:00",500,5654.41,35.59,181.58,70.38,-17.11,-21.89
"2018-01-26 20:00:00","2018-01-27 11:00:00",500,5655.23,35.53,182.53,71.81,-17.22,-21.75
"2018-01-26 20:00:00","2018-01-27 12:00:00",500,5654.7,34.77,183.85,71.12,-17.07,-21.99
"2018-01-26 20:00:00","2018-01-27 13:00:00",500,5650.39,35.33,184.36,66.48,-16.79,-22.6
"2018-01-26 20:00:00","2018-01-27 14:00:00",500,5648.9,36.01,185.2,59.27,-16.59,-23.78
"2018-01-26 20:00:00","2018-01-27 15:00:00",500,5647.21,37.06,186.14,58.17,-16.68,-24.07
"2018-01-26 20:00:00","2018-01-27 16:00:00",500,5647.49,37.02,186.32,59.49,-16.71,-23.95
"2018-01-26 20:00:00","2018-01-27 17:00:00",500,5646.1,37.31,186.14,61.1,-16.97,-23.73
"2018-01-26 20:00:00","2018-01-27 18:00:00",500,5646.87,37.73,185.9,65.18,-17.4,-23.18
"2018-01-26 20:00:00","2018-01-27 19:00:00",500,5647.61,37.41,186.23,71.1,-17.82,-22.59
"2018-01-26 20:00:00","2018-01-27 20:00:00",500,5648.88,33.95,186.5,74.75,-18.01,-21.97
"2018-01-26 20:00:00","2018-01-27 21:00:00",500,5648.34,33.11,186.61,77.05,-18.08,-21.45
"2018-01-26 20:00:00","2018-01-27 22:00:00",500,5644.98,36.54,184.23,74.57,-18.1,-21.94
"2018-01-26 20:00:00","2018-01-27 23:00:00",500,5644,36.34,187.71,80.61,-18.27,-20.87
"2018-01-26 20:00:00","2018-01-28 00:00:00",500,5642.73,34.62,187.69,78.54,-18.2,-21.11
"2018-01-26 20:00:00","2018-01-28 01:00:00",500,5640.12,35.93,189.22,74.89,-18.3,-21.75
"2018-01-26 20:00:00","2018-01-28 02:00:00",500,5637.8,35.59,189.84,79.85,-18.56,-21.28
"2018-01-26 20:00:00","2018-01-28 03:00:00",500,5636.2,35.65,190.97,78.3,-18.63,-21.62
"2018-01-26 20:00:00","2018-01-28 04:00:00",500,5636,41.04,190.09,74.52,-18.56,-22.08
"2018-01-26 20:00:00","2018-01-28 05:00:00",500,5635.95,40.9,190.9,77.23,-18.53,-21.59
"2018-01-26 20:00:00","2018-01-28 06:00:00",500,5637.09,40.02,190.43,74.44,-18.45,-21.91
"2018-01-26 20:00:00","2018-01-28 07:00:00",500,5638.03,39.29,190.01,74.27,-18.42,-21.89
"2018-01-26 20:00:00","2018-01-28 08:00:00",500,5637.32,37.18,190.18,78.75,-18.69,-21.47
"2018-01-26 20:00:00","2018-01-28 09:00:00",500,5635.55,34.93,191.56,80.74,-18.76,-21.25
"2018-01-26 20:00:00","2018-01-28 10:00:00",500,5633.73,34.48,192.69,82.38,-18.48,-20.75
"2018-01-26 20:00:00","2018-01-28 11:00:00",500,5632.88,34.02,195.65,83.37,-18.3,-20.44
"2018-01-26 20:00:00","2018-01-28 12:00:00",500,5632.24,34.74,191.94,79.34,-18.28,-20.99
"2018-01-26 20:00:00","2018-01-28 13:00:00",500,5630.99,35.14,193.62,75.69,-18.02,-21.27
"2018-01-26 20:00:00","2018-01-28 14:00:00",500,5629.46,36.16,192.78,76.16,-18.06,-21.25
"2018-01-26 20:00:00","2018-01-28 15:00:00",500,5627.44,36.49,191.42,74.41,-18.06,-21.5
"2018-01-26 20:00:00","2018-01-28 16:00:00",500,5630.16,37.44,191.72,74.98,-18.24,-21.6
"2018-01-26 20:00:00","2018-01-28 17:00:00",500,5629.68,37.22,191.47,76.15,-18.34,-21.51
"2018-01-26 20:00:00","2018-01-28 18:00:00",500,5629.16,36.83,190.99,75.97,-18.37,-21.57
"2018-01-26 20:00:00","2018-01-28 19:00:00",500,5631.16,36.98,190.18,75.39,-18.5,-21.78
"2018-01-26 20:00:00","2018-01-28 20:00:00",500,5632.67,39.05,190.67,76.04,-18.62,-21.81
"2018-01-26 20:00:00","2018-01-28 21:00:00",500,5631.78,38.86,190.82,77.25,-18.97,-21.97
"2018-01-26 20:00:00","2018-01-28 22:00:00",500,5624.96,39.86,189.71,75.12,-19.1,-22.41
"2018-01-26 20:00:00","2018-01-28 23:00:00",500,5623.15,39.97,189.68,76.66,-19.19,-22.28
"2018-01-26 20:00:00","2018-01-29 00:00:00",500,5623.14,40.67,189.69,78.56,-19.23,-22.03
"2018-01-26 20:00:00","2018-01-29 01:00:00",500,5619.54,40.65,189.07,79.8,-19.52,-22.13
"2018-01-26 20:00:00","2018-01-29 02:00:00",500,5618.61,40.07,188.59,73.77,-19.52,-23.04
"2018-01-26 20:00:00","2018-01-29 03:00:00",500,5618.87,37.27,186.94,69.64,-19.61,-23.78
"2018-01-26 20:00:00","2018-01-29 04:00:00",500,5617.63,32.58,183.71,61.51,-19.82,-25.37
"2018-01-26 20:00:00","2018-01-29 05:00:00",500,5616.76,30.51,181.65,49,-19.95,-27.97
"2018-01-26 20:00:00","2018-01-29 06:00:00",500,5617.64,29.48,179.81,43.02,-20.15,-29.54
"2018-01-26 20:00:00","2018-01-29 07:00:00",500,5617.58,28.78,178.98,39.09,-20.32,-30.73
"2018-01-26 20:00:00","2018-01-29 08:00:00",500,5619.46,28.2,178.49,36.68,-20.48,-31.57
"2018-01-26 20:00:00","2018-01-29 09:00:00",500,5620.32,27.76,177.96,34.75,-20.64,-32.32
"2018-01-26 20:00:00","2018-01-29 10:00:00",500,5617.75,27.31,177.76,33.77,-20.71,-32.72
"2018-01-26 20:00:00","2018-01-29 11:00:00",500,5615.2,26.98,178.73,34.02,-20.78,-32.69
"2018-01-26 20:00:00","2018-01-29 12:00:00",500,5614,27.01,179.58,34.82,-20.74,-32.38
"2018-01-26 20:00:00","2018-01-29 13:00:00",500,5611.3,27.37,180.3,36.01,-20.68,-31.95
"2018-01-26 20:00:00","2018-01-29 14:00:00",500,5610.53,27.82,180.42,38.01,-20.64,-31.33
"2018-01-26 20:00:00","2018-01-29 15:00:00",500,5611.98,28.05,179.97,40.89,-20.67,-30.59
"2018-01-26 20:00:00","2018-01-29 16:00:00",500,5617.03,28.17,179.4,44,-20.7,-29.84
"2018-01-26 20:00:00","2018-01-29 17:00:00",500,5619.03,28.27,179.3,46.21,-20.68,-29.28
"2018-01-26 20:00:00","2018-01-29 18:00:00",500,5620.82,28.29,179.7,47.91,-20.69,-28.88
"2018-01-26 20:00:00","2018-01-29 19:00:00",500,5623.44,27.93,179.98,49.96,-20.79,-28.52
"2018-01-26 20:00:00","2018-01-29 20:00:00",500,5623.78,27.28,180.44,52.56,-20.99,-28.17
"2018-01-26 20:00:00","2018-01-29 21:00:00",500,5623.13,26.49,181.07,54.73,-21.14,-27.87
"2018-01-26 20:00:00","2018-01-29 22:00:00",500,5616.32,25.8,182.54,57.92,-21.27,-27.41
"2018-01-26 20:00:00","2018-01-29 23:00:00",500,5613.85,25.16,183.93,63.06,-21.41,-26.68
"2018-01-26 20:00:00","2018-01-30 00:00:00",500,5612.36,24.54,185.2,69.49,-21.61,-25.75
"2018-01-26 20:00:00","2018-01-30 01:00:00",500,5608.34,24.31,185.2,77.46,-21.81,-24.7
"2018-01-26 20:00:00","2018-01-30 02:00:00",500,5606.04,24.09,183.67,80.07,-21.87,-24.38
"2018-01-26 20:00:00","2018-01-30 03:00:00",500,5605.14,23.9,181.4,78.93,-21.87,-24.55
"2018-01-26 20:00:00","2018-01-30 04:00:00",500,5607.12,24.01,179.49,74.69,-21.78,-25.07
"2018-01-26 20:00:00","2018-01-30 05:00:00",500,5608.38,24.6,177.74,61.89,-21.7,-27.07
"2018-01-26 20:00:00","2018-01-30 06:00:00",500,5608.78,25.72,176.12,51.32,-21.75,-29.28
"2018-01-26 20:00:00","2018-01-30 07:00:00",500,5609.75,26.7,174.06,39.77,-21.83,-32.31
"2018-01-26 20:00:00","2018-01-30 08:00:00",500,5610.69,27.73,172.48,29.02,-21.83,-35.8
"2018-01-26 20:00:00","2018-01-30 09:00:00",500,5611.15,28.89,170.67,19.99,-21.83,-39.13
"2018-01-26 20:00:00","2018-01-30 10:00:00",500,5608.19,29.58,169.28,15.36,-21.85,-41.35
"2018-01-26 20:00:00","2018-01-30 11:00:00",500,5606.95,28.67,170.32,15.1,-21.81,-41.7
"2018-01-26 20:00:00","2018-01-30 12:00:00",500,5606.46,26.94,174.7,19.57,-21.71,-39.05
"2018-01-26 20:00:00","2018-01-30 13:00:00",500,5603.31,26.02,180.81,28.02,-21.46,-35.21
"2018-01-26 20:00:00","2018-01-30 14:00:00",500,5601.52,26.59,184.69,37.51,-21.24,-32.01
"2018-01-26 20:00:00","2018-01-30 15:00:00",500,5601.34,27.21,186.99,48.58,-21.08,-29.1
"2018-01-26 20:00:00","2018-01-30 16:00:00",500,5607.29,27.69,188.29,57.09,-20.97,-27.24
"2018-01-26 20:00:00","2018-01-30 17:00:00",500,5608.28,28.31,188.06,58.36,-20.85,-26.9
"2018-01-26 20:00:00","2018-01-30 18:00:00",500,5609.11,29.23,186.67,56.51,-20.82,-27.24
"2018-01-26 20:00:00","2018-01-30 19:00:00",500,5612.92,30.08,185.38,55.23,-20.86,-27.56
"2018-01-26 20:00:00","2018-01-30 20:00:00",500,5615.23,30.9,183.84,52.34,-20.88,-28.21
"2018-01-27 20:00:00","2018-01-27 20:00:00",1000,191.23,6.14,24.39,93.01,1.13,0.07
"2018-01-27 20:00:00","2018-01-27 21:00:00",1000,183.15,5.73,24.1,94.12,1.59,0.69
"2018-01-27 20:00:00","2018-01-27 22:00:00",1000,183.56,5.3,26.61,98.01,1.53,1.19
"2018-01-27 20:00:00","2018-01-27 23:00:00",1000,186.78,3.93,32.19,99.86,1.49,1.45
"2018-01-27 20:00:00","2018-01-28 00:00:00",1000,186.39,3.46,51.2,99.95,1.5,1.47
"2018-01-27 20:00:00","2018-01-28 01:00:00",1000,190.82,3.32,85.7,100,1.76,1.75
"2018-01-27 20:00:00","2018-01-28 02:00:00",1000,186.97,4.26,100.88,100,1.91,1.89
"2018-01-27 20:00:00","2018-01-28 03:00:00",1000,182.49,4.53,97.02,100,1.65,1.64
"2018-01-27 20:00:00","2018-01-28 04:00:00",1000,184.26,5.22,91.07,99.95,1.78,1.75
"2018-01-27 20:00:00","2018-01-28 05:00:00",1000,182.76,5.7,91.21,100,1.57,1.55
"2018-01-27 20:00:00","2018-01-28 06:00:00",1000,185.42,6.27,104.55,100,1.4,1.39
"2018-01-27 20:00:00","2018-01-28 07:00:00",1000,190.53,6.88,106.33,100,1.2,1.19
"2018-01-27 20:00:00","2018-01-28 08:00:00",1000,191.04,7.45,104.25,100,0.87,0.85
"2018-01-27 20:00:00","2018-01-28 09:00:00",1000,191.79,6.97,99.57,100,0.77,0.76
"2018-01-27 20:00:00","2018-01-28 10:00:00",1000,193.52,7.42,106.01,100,0.73,0.72
"2018-01-27 20:00:00","2018-01-28 11:00:00",1000,192.6,7.61,100.13,100,1.19,1.17
"2018-01-27 20:00:00","2018-01-28 12:00:00",1000,192.73,7.22,108.31,100,1.04,1.03
"2018-01-27 20:00:00","2018-01-28 13:00:00",1000,193.65,7.85,104.09,98.27,1.4,1.1
"2018-01-27 20:00:00","2018-01-28 14:00:00",1000,195.62,7.82,104.99,98.07,1.23,0.9
"2018-01-27 20:00:00","2018-01-28 15:00:00",1000,197.79,7.98,109.02,96.17,1.12,0.52
"2018-01-27 20:00:00","2018-01-28 16:00:00",1000,202.68,9.83,113.78,99,0.36,0.17
